1	      0101010101011001010101010101010101010101	1	1	0
2	      1010101010000000000000000000000000000000	0	0	0
3	      1010101010101010100110101010101010101010	0	0	0
4	      0101011001011001010101010101010101010101	1	1	0
5	      0101010101010101011001010101000000000000	1	1	0
6	      0101011000000000000000000000000000000000	0	1	1
7	      1001010101010101010101010101010110010101	1	1	0
8	      1010101010101010101010101010101010100110	0	0	0
9	      1000000000000000000000000000000000000000	0	0	0
10	      0110101010101010101010010110101010101010	0	0	0
11	      0101000000000000000000000000000000000000	1	1	0
12	      0101010110010110011001010110010000000000	1	0	1
13	      0101010101010101010100000000000000000000	1	1	0
14	      1010101010101010101010101010101010101010	0	0	0
15	      0101010101010101010000000000000000000000	1	1	0
16	      1010011010101010100110101010101010101010	0	1	1
17	      0101010101010101010101010101010110010101	1	1	0
18	      1010100000000000000000000000000000000000	0	0	0
19	      1010101010101010011010000000000000000000	0	0	0
20	      1000000000000000000000000000000000000000	0	0	0
21	      0101010000000000000000000000000000000000	1	1	0
22	      1010101010101010101010101010011001100000	0	0	0
23	      1010100000000000000000000000000000000000	0	0	0
24	      0101010101010101010101010101100101010101	1	1	0
25	      1010101010101010101010101010101010101010	0	0	0
26	      0110010000000000000000000000000000000000	1	0	1
27	      1010000000000000000000000000000000000000	0	0	0
28	      1000000000000000000000000000000000000000	0	0	0
29	      0101010101010101010101010101010101010101	1	1	0
30	      1010101010101010101010101010101010101010	0	0	0
31	      1010101010101010101000000000000000000000	0	0	0
32	      0101010101010101010101010101010101010100	1	1	0
33	      1010101010100000000000000000000000000000	0	0	0
34	      0101100000000000000000000000000000000000	1	1	0
35	      1000000000000000000000000000000000000000	0	0	0
36	      0101010101010101010101010101010100000000	1	1	0
37	      0110101010101001101010010110101010101001	0	0	0
38	      1010101010101001101010101010101010101010	0	0	0
39	      0101010101010101010101010101010101010101	1	1	0
40	      0101010101010101010101010101010101010101	1	1	0
41	      1010101010101010101000000000000000000000	0	0	0
42	      1000000000000000000000000000000000000000	0	0	0
43	      0101100101010101010101010101010101010101	1	1	0
44	      0101010101010101000000000000000000000000	1	1	0
45	      0101010101011001010110010101010101010101	1	1	0
46	      0101010101010101010100000000000000000000	1	1	0
47	      0101010101010101010101011001010101100101	1	1	0
48	      0101010101010101010101010101010101010101	1	1	0
49	      1001101010011010101010101010101010101010	0	0	0
50	      0101010101010101010101010101010101010101	1	1	0
51	      0100000000000000000000000000000000000000	1	1	0
52	      0101010101010101010101010101010101010101	1	1	0
53	      0101010101010101010101010101010101100101	1	1	0
54	      0110101010101010100110101010101010101010	0	0	0
55	      1010100100000000000000000000000000000000	0	0	0
56	      0110010101010101100101010101010101010101	1	1	0
57	      1010101010101010101010101010000000000000	0	0	0
58	      0101010101010110010101010101010101100101	1	1	0
59	      1000000000000000000000000000000000000000	0	0	0
60	      0101010101010000000000000000000000000000	1	1	0
61	      1010011010101010010000000000000000000000	0	0	0
62	      1000000000000000000000000000000000000000	0	0	0
63	      0101010101010110010000000000000000000000	1	1	0
64	      1010101010101010101010101010011001101010	0	0	0
65	      1000000000000000000000000000000000000000	0	0	0
66	      0101011000000000000000000000000000000000	1	1	0
67	      1010101010101001101010011010101010101010	0	0	0
68	      1010101010101010101010101010101010101010	0	0	0
69	      0101010101010101010101010101010101010101	1	1	0
70	      0101100101010101010101010101010101010101	1	1	0
71	      0101010101010100000000000000000000000000	1	1	0
72	      1010101010101010101010101010101010101010	0	0	0
73	      0100000000000000000000000000000000000000	1	1	0
74	      0101100101010101010101010101011001010101	1	1	0
75	      1010101010100000000000000000000000000000	0	0	0
76	      1010101010101010101010101010101010101010	0	0	0
77	      0100000000000000000000000000000000000000	1	1	0
78	      1010101000000000000000000000000000000000	0	0	0
79	      1000000000000000000000000000000000000000	0	0	0
80	      0110011001101001010110100101100101000000	0	1	1
81	      0101010101010101010101010101011000000000	1	1	0
82	      0101010101011001010101010101010101010101	1	1	0
83	      0110000000000000000000000000000000000000	0	0	0
84	      0100000000000000000000000000000000000000	0	1	1
85	      0100000000000000000000000000000000000000	1	1	0
86	      1010101010101010101010101010101010101010	0	0	0
87	      0101010101010101010101010101010101010101	1	1	0
88	      1000000000000000000000000000000000000000	0	0	0
89	      1010101010101010101010101010101010101010	0	0	0
90	      1010100000000000000000000000000000000000	0	0	0
91	      0101000000000000000000000000000000000000	1	1	0
92	      0101010101010101010101010101010101010000	1	1	0
93	      1010101010101010101010101010101010101010	0	0	0
94	      0101011001101001100101000000000000000000	0	1	1
95	      1010011010101010101001101000000000000000	0	0	0
96	      0110010000000000000000000000000000000000	1	0	1
97	      1010101010101010101010101010101010100110	0	0	0
98	      0101000000000000000000000000000000000000	1	1	0
99	      0100000000000000000000000000000000000000	1	1	0
100	      0101010101010101010101010000000000000000	1	1	0
101	      0101010000000000000000000000000000000000	1	1	0
102	      0101000000000000000000000000000000000000	1	1	0
103	      1010101010101010101010101010101010101010	0	0	0
104	      0101010101010101000000000000000000000000	1	1	0
105	      1000000000000000000000000000000000000000	0	0	0
106	      1010100000000000000000000000000000000000	0	0	0
107	      0101010110010101010101010101010101000000	1	1	0
108	      1010101010101010101010101010101010101010	0	0	0
109	      1010101010101010101010101010101010101010	0	0	0
110	      0101010101010101010101010101010101100101	1	1	0
111	      1010101001101010011010101010101010101010	0	0	0
112	      1000000000000000000000000000000000000000	0	0	0
113	      0101010000000000000000000000000000000000	1	1	0
114	      1010101010101010100110101010101010101010	0	0	0
115	      1010101010101010101010101010101010101010	0	0	0
116	      0110100101010101010101101010100000000000	1	1	0
117	      0101010110010101010101010101010101010101	1	1	0
118	      0101010000000000000000000000000000000000	1	1	0
119	      0101100101010110010101010101010101010101	1	1	0
120	      1010000000000000000000000000000000000000	0	0	0
121	      1010100000000000000000000000000000000000	0	0	0
122	      0101010101011001010101010101000000000000	1	1	0
123	      0101010101010101010101010101010101010101	1	1	0
124	      1010101010100100000000000000000000000000	0	0	0
125	      1010101010000000000000000000000000000000	0	0	0
126	      1010100110101010101001101010011010101010	0	0	0
127	      1010011010000000000000000000000000000000	0	0	0
128	      0101011001010101010000000000000000000000	1	1	0
129	      1010101010101010101010101010101010101010	0	0	0
130	      1010101010100000000000000000000000000000	0	0	0
131	      1010000000000000000000000000000000000000	0	0	0
132	      0101010101010101010101010000000000000000	1	1	0
133	      0101000000000000000000000000000000000000	1	1	0
134	      0101010100000000000000000000000000000000	1	1	0
135	      1010101010101010101010101010101010101010	0	0	0
136	      0100000000000000000000000000000000000000	0	1	1
137	      1010101010101010101010101010101010101010	0	0	0
138	      0100000000000000000000000000000000000000	0	1	1
139	      0110000000000000000000000000000000000000	0	0	0
140	      0110101001100110100100000000000000000000	0	1	1
141	      0100000000000000000000000000000000000000	1	1	0
142	      0101010000000000000000000000000000000000	1	1	0
143	      1010101010011010101010101010101001101010	0	0	0
144	      0101010100000000000000000000000000000000	1	1	0
145	      1010101010100000000000000000000000000000	0	0	0
146	      1000000000000000000000000000000000000000	0	0	0
147	      0101010101010101100101010101010101010101	1	1	0
148	      0101010000000000000000000000000000000000	1	1	0
149	      0101010101010101010101010101010101010101	1	1	0
150	      0101010101010100000000000000000000000000	1	1	0
151	      1010100110101001101010101010100101000000	0	0	0
152	      0101010101000000000000000000000000000000	1	1	0
153	      1000000000000000000000000000000000000000	0	0	0
154	      0101010101010101010101010000000000000000	1	1	0
155	      1000000000000000000000000000000000000000	0	0	0
156	      0101010101010101010000000000000000000000	1	1	0
157	      1001101010101010101010101010101010101010	0	0	0
158	      0101010101011001010100000000000000000000	1	1	0
159	      1001010000000000000000000000000000000000	1	1	0
160	      1010101010101010101010101010101010101010	0	0	0
161	      1010101010101010101010101010101010101010	0	0	0
162	      0101100101010101100101010101010101010101	1	1	0
163	      1010101001101010101010101010101010101010	0	0	0
164	      1010000000000000000000000000000000000000	0	0	0
165	      0101010101010101010101010100000000000000	1	1	0
166	      0101000000000000000000000000000000000000	1	1	0
167	      1010101010101010101010101010101010000000	0	0	0
168	      1000000000000000000000000000000000000000	0	0	0
169	      1010101010100110011010101010100110101010	0	0	0
170	      0110101001101010101010010101101001101010	0	0	0
171	      1000000000000000000000000000000000000000	0	0	0
172	      0100000000000000000000000000000000000000	1	1	0
173	      1010101010101010101010101010101010101000	0	0	0
174	      1010101010101010101010101000000000000000	0	0	0
175	      1010011010101000000000000000000000000000	0	0	0
176	      1010101010101010101010101010101010101010	0	0	0
177	      0101010101010101010101010101010100000000	1	1	0
178	      0101010101010101010100000000000000000000	1	1	0
179	      0101010110010101010101010101010101010101	1	1	0
180	      0101010101010101010101010101100101011000	1	1	0
181	      0110000000000000000000000000000000000000	0	0	0
182	      1010100000000000000000000000000000000000	0	0	0
183	      1010101010101010000000000000000000000000	0	0	0
184	      1010101010100000000000000000000000000000	0	0	0
185	      0110010110010101011001010101010000000000	0	0	0
186	      0100000000000000000000000000000000000000	1	1	0
187	      0101010101010101010101010101010101010101	1	1	0
188	      0101010000000000000000000000000000000000	1	1	0
189	      0101010101010101010101010101010101011001	1	1	0
190	      1010101010101010101010101010101010101010	0	0	0
191	      0101010101010101010101011001010101011001	1	1	0
192	      1010101010101010101010101010101010101010	0	0	0
193	      0100000000000000000000000000000000000000	1	1	0
194	      1010100000000000000000000000000000000000	0	0	0
195	      0110010110100101010101000000000000000000	1	1	0
196	      1010101001101010101010101010101010101010	0	0	0
197	      1010101010100110101010101010101010101010	0	0	0
198	      0101000000000000000000000000000000000000	1	1	0
199	      1001010101011010010101010101010101010101	1	1	0
200	      1000000000000000000000000000000000000000	0	0	0
201	      0101010101010101010110010101010101010101	1	1	0
202	      0101010101000000000000000000000000000000	1	1	0
203	      0101010101010101100101010101010101011010	1	1	0
204	      0100000000000000000000000000000000000000	1	1	0
205	      0101010101010101010101010101010101010101	1	1	0
206	      1010101010101010101010101010101010101010	0	0	0
207	      0110010101010101000000000000000000000000	1	1	0
208	      0110101000000000000000000000000000000000	0	0	0
209	      1010101010101010101010100110100000000000	0	0	0
210	      0100000000000000000000000000000000000000	1	1	0
211	      1010101010101010101010101010101010101010	0	0	0
212	      1010101010100000000000000000000000000000	0	0	0
213	      0101010101000000000000000000000000000000	1	1	0
214	      1010101010101010101010101010101010101010	0	0	0
215	      1010101010100000000000000000000000000000	0	0	0
216	      1001011001010101010110011001010101010101	1	1	0
217	      0110010101010101010101010101010101010000	1	1	0
218	      1010101010101010101010100000000000000000	0	0	0
219	      0110101010101010101010101010101010101010	0	0	0
220	      1010011001100000000000000000000000000000	0	1	1
221	      0101011001101001100101011001100110010110	0	1	1
222	      1010101010101010101010101010101010101010	0	0	0
223	      0110101010101010101001101010101010101010	0	0	0
224	      1010101000000000000000000000000000000000	0	0	0
225	      1010101010101010101010101010101010101010	0	0	0
226	      0101010101010101010101010101010101010101	1	1	0
227	      1010101010101010101010101010101010100110	0	0	0
228	      0100000000000000000000000000000000000000	1	1	0
229	      0101010101100101010101010101010101010101	1	1	0
230	      0110101010101010101010101010101010101010	0	0	0
231	      0110011000000000000000000000000000000000	0	1	1
232	      0101010100000000000000000000000000000000	1	1	0
233	      1010101001100000000000000000000000000000	0	0	0
234	      1001011010010101010101010100000000000000	1	1	0
235	      1010101010101010101010101010100110101010	0	0	0
236	      0101010101010101010101010101010101010101	1	1	0
237	      1010101010101010101010101010101010101010	0	0	0
238	      0101000000000000000000000000000000000000	1	1	0
239	      1010101010101010101010101010101010101010	0	0	0
240	      0101010000000000000000000000000000000000	1	1	0
241	      1010000000000000000000000000000000000000	0	0	0
242	      1001100100000000000000000000000000000000	1	0	1
243	      0101010000000000000000000000000000000000	1	1	0
244	      0101010101010101010100000000000000000000	1	1	0
245	      1001010101011001010101010101010101010101	1	1	0
246	      0101010101010101010101010101010000000000	1	1	0
247	      1010101010101010101001101010101010101010	0	0	0
